id,name,listing_key
14983453,127 St & Convent Av NYC ABCD RM 3,18638
14984002,"Manhattan, Times square 5* mins to Central park",18639
14987023,Cozy 3rd floor room at Brooklyn&Breakfast,18640
14987516,Musa Property,18641
14988134,"Beautiful, high-ceiling Gramercy one-bedroom",18642
14988596,Convenient Modern 1 Bedroom Apt. Upper East Side,18643
14989532,East Harlem: Spacious 3BR,18644
14989615,Cheap $45/night@15 minuets to Mahattaton,18645
14991887,Brownstone Apartment on Tree Lined Street,18646
14992784,Prívate Cozy Room,18647
14994076,Dominiques NYC 4Bedrm crashpad**Stay here**metro,18648
14994367,Doorman Huge Studio Laundry 5167,18649
14995212,Cozy private room near the Bronx Zoo,18650
14995382,Large Victorian in Brooklyn - Downstairs 2 Beds,18651
14996256,Lovely Guestroom in Elevator Building,18652
15001872,Cozy Convenience in Bushwick,18653
15003711,@BrooklynWhisky's: Birdsnest-Guest Room,18654
15003721,Large Victorian in Brooklyn - Downstairs 1 Bed,18655
15003930,Best Upper East Side Studio,18656
15004091,Cozy convenient Williamsburg bedrm!,18657
15005115,Sunny and quiet Chinatown gem,18658
15008979,Cozy Room near Casino and Metro,18659
15009556,Modern & sunny 2BR Apt - 25 min to Manhattan,18660
15009618,Huge private bedroom in the heart of Times Square,18661
15009751,1 Bedroom 1 Bathroom with Ralph Lauren City Vibe,18662
15016495,"Renting a bedroom, 1 week minimum",18663
15016999,Crown Heights 1-Bedroom Near Parks and Museum,18664
15018397,Peaceful Room in Dumbo Art Loft Too,18665
15018646,★1 BR DELUXE★ Near Grand Central Station -Midtown,18666
15019436,"Private Room in 3bdm, Astoria",18667
15019959,Amazing huge furnished room!,18668
15021635,Cute private bedroom in Bushwick. Close to subway.,18669
15021783,Private Room in Chelsea 3 BR,18670
15022347,Yankee Haven,18671
15024645,Huge Historic Brooklyn Loft Minutes From Manhattan,18672
15024889,WARM AND CHARMING 2 BED APARTMENT,18673
15025988,Cozy Lofted Bedroom in East Williamsburg,18674
15026994,A large private room with indoor garden,18675
15027024,Newly renovated 1bd on lively & historic St Marks,18676
15028194,"Stylish, Comfortable, and Affordable in Brooklyn",18677
15031599,Lovely Cozy private room with own Television,18678
15032254,Mid-town West/Private room/shared bath,18679
15033685,Authentic Living in Manhattan,18680
15034150,34th street &6th ave.! Doorman Gym Studio 5220,18681
15034827,Greenpoint One Bedroom,18682
15034950,"Large Scandinavian inspired room, Great light",18683
15035050,HEART OF SOHO UPDATED 1 BR,18684
15035565,"Huge 2 Bedroom, Great Location, Express Metro",18685
15036330,Cozy Bedroom close to major subway lines!,18686
15036516,Cozy Bedroom in an Awesome location,18687
15036809,Private bedroom and bath heart of Upper West Side,18688
15037251,PRIVATE ENTIRE FLOOR -NEXT TO Central PARK  !,18689
15037461,Williamsburg Couch on a Budget,18690
15037640,South Brooklyn Home for Wayward Grrls,18691
15038469,Prime Park Slope Room (10 min. train to Lower NYC),18692
15039238,Comfortable 1 and 1/2 Bedroom With Private Patio,18693
15040421,"Private Cozy, Comfy & Bright Room!",18694
15041647,Private Bedroom in NYC w/ SUPERHOST.,18695
15041998,Spacious Bedroom in TriBeCa,18696
15042314,"Huge, Sunny Apartment on Bushwick/Bed Stuy Border!",18697
15042361,Airports Sleep Inn,18698
15043180,Cozy 1 BD in lovely Bedstuy Apartment,18699
15043534,Private room in Sunnyside 2 46th St,18700
15043788,Private Room in Sunnyside 3,18701
15043817,Private room in Sunnyside 1,18702
15048516,Full 1-bedroom near subway into midtown Manhattan,18703
15049253,Queens Comfy Private Room (JFK-8mins) with porch,18704
15050044,"1 private bdrm in Times Sq NYC, luxury building",18705
15050192,Private w/Backyard in Heart of Brooklyn,18706
15051958,XLarge 1BR apartment in EastVillage,18707
15052056,Entire APT in Center of Park Slope Brooklyn,18708
15052112,"FLATIRON""""GRAND PANORAMA""""LUXURY~3 BR W/Roof Deck",18709
15052156,Doorman Gym 2 Beds Luxury Building!5211,18710
15052455,"XL Sunny, NYC Flat Close to Train, Cafes & Shops",18711
15052971,"East 12th street, Lux 1bd in Greenwich Village**",18712
15053143,Gigantic 2-Story Skylight Loft—2 Blocks To Subway,18713
15053369,Art Gallery 1BD - Heart of East Village,18714
15053461,"Home 4 Medical Professionals- The ""Fasciculation""",18715
15054327,"Home 4 Medical Professionals - The ""Crepitus""",18716
15054617,"Home 4 Medical Professionals - The ""Syncope""",18717
15054630,"Clean, large, private R room with queen sized bed",18718
15056050,ENTIRE Cozy 1BR apt. 5 min from Q/B train,18719
15056492,GIGANTIC Beautiful Bedroom in LES Apartment,18720
15056538,"Sixth Ave Chelsea, Studio Serviced Apt*",18721
15056748,"Sunny private bedroom in Bushwick, Brooklyn",18722
15057686,"Home 4 Medical Professionals - The ""Parasthesia""",18723
15057717,Master Bedroom— Murray Hill NYC,18724
15057784,Furnished Battery Park Apartment,18725
15058410,Spacious 1BD Luxurious room in Queens NYC,18726
15059292,HUGE ROOM IN CENTER CITY! AMAZING LOCATION!,18727
15060262,Amazing Brooklyn Townhouse Studio,18728
15062944,"Private full bed, prime location",18729
15064512,The Center of NYC,18730
15065696,Spacious Williamsburg 2 Bedroom w/ Balcony & W/D,18731
15066466,★ Unreal Loft w/ Huge Private Roofdeck ★,18732
15066701,"Huge, modern 3-bed 2-bath, 20mins from Manhattan",18733
15066761,Serene private room in chic Astoria apartment,18734
15067291,Manhattan Private Room with a Garden view (Room 2),18735
15069131,Walk to Yankee Stadium; revel in the atmosphere.,18736
15069259,Cozy Room in Historic BedStuy,18737
15071519,Sunlight + Space on Eastern Parkway,18738
15073369,Lovely West Village Apt. Avail: May 25 - June 26,18739
15074005,"Home 4 Medical Professionals - The ""Trigeminal""",18740
15079046,Quiet Clean and Charming! Entire Apt Fri-Sun!,18741
15079215,Stay in Solar Powered Apartment in NYC!!!,18742
15080267,"Huge Brownstone,Private Garden- Pet chicks & eggs.",18743
15080936,"Home 4 Medical Professionals- The ""Tamponade""",18744
15080994,Cozy room in Times Square .,18745
15081440,Eco  private room for 4 best location to Mahanttan,18746
15081663,"Large beautiful studio loft, high floor, views!",18747
15082723,"Williamsburg Private Room, Outdoor Space w/grill",18748
15082930,"Beautiful, quiet, light-filled 1-bdrm apt",18749
15083267,Bedroom in the heart of NYC,18750
15083571,"Spacious 2 bdrm Apt. in the center of  NYC, Apt 4C",18751
15083823,Artists rustic 2 Room studio  in Red Hook,18752
15085230,Bright 1 Bedroom Apt Near Attractions and Transit,18753
15085833,Brand New 1 Bedroom NYC Apartment & Outside Space,18754
15086143,$89.00 Queen Size Bed,18755
15086862,Beautiful sunlight room in the heart of Bushwick!,18756
15087285,Comfy Room in East Flatbush,18757
15087746,Big Suite in Crown Heights,18758
15087800,Private Bedroom in Queen -JFK 8mins,18759
15088024,Cozy Private Room for Eager Travelers! :D,18760
15088367,"CLASSIC BRICK BROOKLYN. Rooftop, plants, books...",18761
15090815,The comfy spot away from home,18762
15094172,Spacious Sun Light Studio in Heart of Williamburg.,18763
15095005,"Charming, Cozy & Convenient 1 Bd Apartment",18764
15095408,One bedroom in luxury FiDi building,18765
15095439,Comfortable Harlem NYC 1 Bedroom Near Trains,18766
15095589,"Comfortable Room in Lovely Home, quick ride to NYC",18767
15095808,Cozy Getaway Rental Home,18768
15098153,Huge apartment in a beautiful house in Greenpoint,18769
15098355,Fantastic view of the Hudson river -1 Bedroom,18770
15098786,Cozy One Small Bedroom Soho House,18771
15099149,Brooklyn Space with Balcony!,18772
15099669,Lower East Side large 1 bedroom,18773
15100256,Central Park Vacation,18774
15100760,Rockaway Beach House,18775
15100883,New york Multi-unit building,18776
15101577,"Beautiful New Studio, perfect for couples!",18777
15102026,Large private bed/bath in 3BR close to transit,18778
15106603,Beautiful and Quiet Upper West Side Escape,18779
15107136,GAMBA Z's Artist Residency for Traveling Artists,18780
15107952,"Cute, Sun filled Sudio Apartment in Manhattan",18781
15110120,Great Location! Brooklyn Heights One Bedroom,18782
15111011,"Bright, Modern, Clean, Spacious, Brooklyn Home",18783
15111300,"Immaculate & Spacious Home - Astoria, Queens",18784
15113377,"PH Cozy, Clean, Close to Everything",18785
15113479,3BR/2 bath/Duplex+YARD/Near Columbia/City College,18786
15114181,Spacious Room In Luxury NYC Apartment,18787
15114265,"★ UES | Cozy bedroom near LGA, free coffee & tea!",18788
15114433,Room In Gorgeous Gut Renovated NY Apartment,18789
15114512,For all classical lover's 3@,18790
15114550,"Spacious, Clean and Comfy 2 Bedroom",18791
15114715,Room in Bushwick Loft,18792
15114935,Beautiful apt up in the heights,18793
15115143,46st Cozy Flat Midtown/Tms Squr/Javits Ctr/Pier 97,18794
15115382,Private Guestroom in Landmark Bklyn Brownstone,18795
15115532,Cozy Duplex Studio in Manhattan,18796
15116599,Greyhound Manor - 2 fullbd beds and private bathrm,18797
15122925,Sweet 2 Bedroom In South BK,18798
15125599,Beautiful One Bedroom Apartment Near Central Park,18799
15126304,Cozy studio,18800
15126360,"Live Like a NYer - small space, dope neighborhood",18801
15126483,Kitschy Corner Bedroom on a Friendly Astoria Block,18802
15126686,Guest bedroom off of 30th ave,18803
15126948,"Large & Nice, Bright 1 Bdrm in East Village, NYC",18804
15128456,Clean room with private bathroom in Bushwick!,18805
15129261,STUDIO NEAR UPPER EAST SIDE HOSPITALS- MODERN,18806
15130158,Spacious 1 Bdrm in Queens w Manhattan views,18807
15131279,Gorgeous Bedroom in Brooklyn,18808
15131952,1 Bedroom in a shared space with  AC & garden.,18809
15132151,1 bedroom apartment in great neighborhood,18810
15132221,A great room on the Upper East Side,18811
15133055,Sunny Bushwick room & bed with exposed brick wall,18812
15133087,Bright room in Brooklyn historic district,18813
15133612,"Beautiful 2BR Apt, 1 Min Walk to Major Subway!",18814
15133721,"A Clean, Quite, Great room for NY visit.",18815
15133923,Private bedroom & bath/Times Square & Central Park,18816
15133972,Friendly and kind!Clean and safe!Best hostel ever!,18817
15134876,Lovely studio 2 min walk to train/ subway C),18818
15140447,NYC 1 bed - Uptown - Steps away from train,18819
15141661,New Development Prime Soho 2 Bedroom Apartment,18820
15141938,In a Chelsea loft:  A PERFECT private room & bath,18821
15142409,Union Square - Interior designer - Private 1 bdr,18822
15142578,Sunny bedroom in AMAZING LOCATION Williamsburg,18823
15144105,Cosy room in Brooklyn Apartment,18824
15144127,Sunny and Spacious Room in Sunset Park Apartment,18825
15145285,UES charm,18826
15147021,Big 2 Bedroom house w/ private yard. Graham L Stop,18827
15147943,303 1,18828
15149137,Private Blu Penthouse Brownstone 1 BR Harlem NYC,18829
15149187,Master bedroom in the heart of Greenpoint!,18830
15149560,"Private, cozy room in the Center of Manhattan",18831
15150240,Lovely Apartment Near Prospect Park,18832
15154905,"Huge bedroom suite in Greenpoint, Brooklyn",18833
15156627,Best part of Brooklyn! Large room in Bushwick.,18834
15158194,Sunny Manhattan 1 bedroom  in Landmark Brownstone,18835
15158791,"SPECIAL: Luxury Apt, Close to Transp, Beach & Food",18836
15159731,Executive Studio Best Location,18837
15159758,Prospect Park family friendly apt,18838
15160268,Elegant Ground Floor Garden Apartment,18839
15160791,Private Room Williamsburg 3 Blocks from L Bedford,18840
15162388,West 57th Hilton Club in NYC - mid-November,18841
15164526,2MinToTrainsNiceRMaimonidesLutheranIndustryCity,18842
15165888,The Brass Shack,18843
15166481,Beautiful and Sunny Apt in heart of Williamsburg,18844
15166520,2MinTrainLovelyRMaimonidesLutheranIndustryCity,18845
15173557,Confort 1 bdrm convenient commute to Manhattan,18846
15174230,"Clean, Safe, Convenient, Comfy in Harlem NYC",18847
15175161,Camping in Nolita,18848
15176641,Near transportation private room,18849
15177242,Cozy room in 2br Cobble Hill apartment,18850
15177635,2MinTrainBigBeautyRMaimoLutherandIndustryCitty,18851
15178725,2 BR Tropical Getaway near Ferry,18852
15178929,Cozy NYC Studio (in Upper Manhattan / East Harlem),18853
15178955,Large 1 bedroom-Private Bath in 2 bed apartment,18854
15179994,"BEAUTIFUL ROOM & PRIVATE BATHROOM...QUEENS, NY",18855
15180279,2 br in prime  bushwick  brooklyn,18856
15181451,Lifestlye Stay In Downtown Brooklyn,18857
15181459,Time Square One Bedroom Apt,18858
15182188,Amazing Location! NYC Midtown Nice Private Bedroom,18859
15182306,Private room in 4 bdr apt!,18860
15187369,Clean and Cozy East Village Studio,18861
15188621,Comfortable One Bedroom Apt in Prospect Heights,18862
15188738,FABULOUS BED ROOM WITH 4 BEDS (JFK - 12 MINS),18863
15189516,Cute House Near Train In Brooklyn,18864
15189639,Prospect Heights,18865
15190865,Spacious private 2BR with Backyard Williamsburg,18866
15191179,Brand New small 1 Bedroom apt in Brooklyn,18867
15191225,Getaway❤️Romantic Retreat in a PRESIDENTIAL SUITE,18868
15191740,★★LUXURY at a MIDTOWN RESORT★★,18869
15191882,★★SLEEP ON CLOUD 9 IN OUR DOUBLE BED SUITE★★,18870
15192362,"Cozy private room, close to transportation",18871
15194011,Gerrie,18872
15194855,"Clean, Cozy, and Spacious Brooklyn Row House",18873
15195093,Private Bedroom & Large Living Room - Times Square,18874
15195491,Private Room w/ Private Bath in Heart of Bed-Stuy,18875
15196650,Cozy East Village home away from home...,18876
15203342,"Cosy, Awesome, Private Room in UES",18877
15204218,CLEAN Room w/PRVT BATH_NearSubway_3 StopsToManhatn,18878
15206157,1Bdrm DELUXE Fully Renovated CONDO Wyndham Midtown,18879
15206272,Rooming has never been better.,18880
15206331,"Big Quiet, Clean and Respectful APARTMENT.",18881
15206836,Studio King Wyndham Midtown 45 Hotel,18882
15206909,Le Petit Palace De Brooklyn - Clean Comfy 4 BR Apt,18883
15207725,HugeTropical Bedrm near Ferry,18884
15215887,Spacious Studio Apartment with Full Size Kitchen,18885
15216398,Whimsical & Cute Private Room in 2 Bdrm Apt,18886
15216399,For all classical lover's,18887
15216703,Downtown Dream on the Park,18888
15216895,Artist apt w/ Private room in Bed Stuy,18889
15218299,Hotel Style KG/QN Room WYNDHAM MIDTOWN 45,18890
15218342,Cozy bright studio flat - Soho/Village,18891
15218579,2 Double Bed WYNDHAM MIDTOWN 45 *NYC*,18892
15219855,Spacious one bedroom in Union Sq/Greenwich Village,18893
15220143,Cozy Clean Room in Manhattan's Upper West Side,18894
15221767,Charming pre-war near Central Park,18895
15221833,Full size bed with drawer space!,18896
15222861,"Private! entire studio, private bath, own entrance",18897
15222972,Minimalistic 1 bedroom in the heart of Manhattan,18898
15223434,new sunshine room in chinatown train F is around,18899
15226075,Cozy 4 Bedroom's Times Square Apartment!,18900
15226875,Versatile private room in Harlem/Hamilton Heights!,18901
15229456,Spacious 2 Bedroom NYC Apt with River Views!,18902
15229619,Bluebird Hell's Kitchen Studio Apartment + Spa!!!,18903
15230053,Bluebird Hell's Kitchen 1-BR + Full Service Spa!,18904
15230339,Bluebird Lavish 1-BR Apt 1 Mile from Times Square!,18905
15232708,Bedroom w/ Gorgeous Tree Lined and River View,18906
15232776,2 Bedroom in the heart of Williamsburg,18907
15233134,Bluebird Deluxe 1-BR Apartment Near Central Park!,18908
15233387,#Bluebird Elegant 1-BR Apartment Near Times Square,18909
15234755,Luxury One Bedroom,18910
15234771,"LES ‘GEM’ - 1BR APARTMENT, GREAT LOCATION, STOCKED",18911
15235535,Nice private room in hip and trendy Brooklyn,18912
15238184,Peaceful Private Room in Brooklyn,18913
15238740,Room for rent,18914
15241968,Wonderful Room in South Harlem near Central Park,18915
15246070,Lovely&Morden bedroom near everything you want!,18916
15247262,Charming 1 Bedroom Garden Apt,18917
15248135,Sun-lit room w/in steps of best of Williamsburg,18918
15248948,Spacious quiet second floor brownstone apartment,18919
15249063,Gorgeous 2 Bedroom apartment /Upper East side,18920
15249671,"East Brodway in Lower East Side, quiete and cute!",18921
15250033,Luxurious Guestroom w/Private Bathroom & Entrance,18922
15250168,Bright Loft Room in a Charming Brooklyn Apartment,18923
15250435,"Huge Private Bedroom, Patio, + 20min to Midtown",18924
15252848,Luxury bedroom - Nomad Chelsea area,18925
15253135,Huge 1BR Luxury Apartment in Williamsburg,18926
15253883,Spacious & Bright Midtown 1 Bedroom -Elevator Bldg,18927
15255254,Private room with private bathroom,18928
15256150,"Newly Renovated, Bright 1 BR in Central Manhattan",18929
15257524,Cozy Brooklyn Room,18930
15259634,Amazing & Clean NYC Private Room by #1 Train,18931
15261309,Private Room with a patio in Park Slope Brooklyn,18932
15261353,Sunny Studio in Midtown Manhattan,18933
15262831,THE PRIVACY DEN ~ 5 MINUTES TO JFK,18934
15266254,The Manhattan Club in the heart of midtown!!!!,18935
15266302,Borough Park/Kensington 3 room Apartment,18936
15268575,Private room in charming Brooklyn Apartment,18937
15268654,NEW & PRIVATE 2 bedroom apt in stately townhouse,18938
15268792,"Fab Studio with Gym, Doorman & Elevator Sleeps 4",18939
15271865,Clean Private Bedroom - Bushwick Brooklyn New York,18940
15271897,UNION SQUARE / Perfect Cozy Private Room!,18941
15273936,*ENJOY NYC*New Renovated Apartment(Private room),18942
15280873,Cozy Apt in NYC Brownstone,18943
15282119,Private Retreat in Brooklyn,18944
15282411,Private room for 1 or 2 in Chelsea. Prime location,18945
15284819,Wyndham Midtown 45 New York City Studio,18946
15285181,Comfy room in quaint apartment above the Park,18947
15286036,Spacious Tribeca loft! Roofdeck & close to trains,18948
15286645,Newly Renovated Studio Near Manhattan,18949
15286858,Luxury Apartment in Williamsburg!,18950
15287016,1 bedroom in sunny Nolita apartment,18951
15288601,Amazing Space...Awesome Location...Private Room,18952
15288813,1 Bedroom (Queen) Mins From JFK and Casino,18953
15289231,Colorful Artist Apartment in Park Slope Brooklyn,18954
15289766,Historic Townhome for Shoots/Videos,18955
15294943,Beautiful Private Room near Columbia University,18956
15296557,Bushwick Bedroom (Available Daily Again),18957
15296957,Gatsby Room,18958
15297194,Cozy Island Bedroom near Ferry,18959
15297704,Gatsby Room 2,18960
15297862,LUXURY SUTTON PLACE RESIDENCY~DOORMAN/GYM/ELEVATOR,18961
15298236,Gatsby Room 1,18962
15299630,Bright & spacious apartment in East Williamsburg,18963
15299748,EPIC VIEWS ❤️ Wyndham Midtown 45 at NYC Studio ❤️,18964
15301499,~**GORGEOUS DOWNTOWN LOFTS**~ MULTIPLE SPACES,18965
15301517,Clean and Sunny room near Midtown Manhattan,18966
15301748,Comfy Private Room w/ Big TV,18967
15301964,Beautiful Bedroom by Prospect Park,18968
15301966,Bright and modern 1 BR in Williamsburg w/balcony,18969
15302149,Naturally lit room in Artsy Bushwick,18970
15303092,Enjoy NYC and feel like your home!,18971
15307603,Beautiful Large Room,18972
15307735,An artistic experience,18973
15308451,Large one bed room pied a terre in Park Slope,18974
15308517,Fort Greene - Whole Apartment with washer & dryer,18975
15309572,Spacious Room in IDEAL LES LOCATION,18976
15310116,Sunny  Space in Crown Heights,18977
15310417,Cozy Space in Crown Heights,18978
15310580,Nice apartment in Gramercy.,18979
15311253,"2 Bedrooms, Luxury Doorman, Grand Central, Perfect",18980
15311733,Best of Wall Street (Full Studio ALL yours),18981
15311833,"Ideal vacationing spot for beach lovers, near JFK",18982
15312128,"Netflix and Rest, One quaint bedroom in Ft. Greene",18983
15314886,Artsy Duplex in Chelsea w/ Huge Terrace,18984
15321266,Spacious 1BR Apt / Hamilton Heights,18985
15321861,Basement private room w/AC near LaGuardia Airport,18986
15323284,Comfortable Chelsea Room,18987
15324045,TOWNHOUSE  (Backyard/Rooftop + Photoshoots/Events),18988
15325255,Wyndham Studio Condo with Kitchen SPECIAL TODAY!,18989
15326614,Private Room in Williamsburg,18990
15327553,Huge Room in Ideal LES location,18991
15327611,Cosy Appartment in Upper East Side,18992
15328018,"Comfy & Vibrant Bedroomm of Bushwick, Jefferson L",18993
15328237,"One Room in  Luxury Apartment, 5min to Midtown",18994
15328242,PRIVATE BED ROOM 12 MINS FROM JFK,18995
15328271,"Huge Apt 5 miles to Manhattan, Parking available",18996
15329520,"JFK 20 and LGA 30, Heat Private 2 Bedrooms",18997
15333336,YOUR HOME AWAY FROM HOME -- NYC WELCOMES YOU!,18998
15334973,Chic room by the park in Bushwick,18999
15336596,Private bedroom in artsy NYC apartment.,19000
15337711,Fun time in Williamsburg stylish apartment!,19001
15338155,BEAUTIFUL BEDROOM IN COZY APARTMENT,19002
15339227,"Spacious room in a clean, quiet and cozy home.",19003
15340613,Private Room on the Upper West Side,19004
15340649,Huge Beautiful Loft in the Heart of Williamsburg,19005
15340854,Amazing Townhouse in Harlem,19006
15341726,Lovely Large Bedroom in West Harlem,19007
15342056,"Cozy Private Bedroom, Access to Terrace",19008
15342164,JFK 15 AND LGA 18 MINUTES,19009
15342457,Beautiful 3 BR-2 BA duplex with deck in Park Slope,19010
15342701,"New, elegant private apartment for 2 near JFK",19011
15344255,"Trendy, Fully-Renovated Studio in West Chelsea",19012
15344495,MODERN COZY NYC APT,19013
15344749,Comfy Apt in Chinatown/Lower East Side,19014
15345019,NYC Firehouse-Greenpoint BRKLYN,19015
15345313,Bronx Beauty: Renovated historic rowhouse.,19016
15349655,1 room in a 3 room LOFT,19017
15354260,Beautiful 1-BDR apt 15 min from Manhattan,19018
15355243,*PRIME* The ❤️ of Greenwich Village/SOHO SLEEPS 4,19019
15355575,"Homey private room in Inwood, Manhattan",19020
15355844,"Big East Village bedroom, heart of Manhattan",19021
15356132,1 RM in 3BR Brownstone: Quiet Upper East Side St.,19022
15356673,WILLIAMSBURG AUTHENTIC ARTIST LOFT,19023
15357493,Two Bedrooms with Dedicated Bath,19024
15357503,Master Suite with Private Bath,19025
15358881,Meatpacking Triplex - A small home within NYC,19026
15359119,"Spacious, Sunny,  1 Bdrm Apt w/ King Bed",19027
15360220,Bohemian Brooklyn Pad with Rooftop Garden Oasis,19028
15360248,Modern Luxury Loft  3bd  Williamsburg,19029
15360364,Cozy private room on the UES,19030
15360687,Modern & Hip in Bedstuy!,19031
15360787,Large Bdrm/Full Bath for Guests/Gym/Elevator bldg.,19032
15361785,Central Park Sanctuary,19033
15363266,Beautiful 1 bedroom apartment,19034
15367894,Bedford Stuyvesant / Clinton Hill 2 bedroom,19035
15370219,Modern Apartment in Manhattan,19036
15374564,Caribnb- Charming stay in a private 2 family home,19037
15374777,Large room 5mins to NYC/Fridge/900Mb Internet,19038
15374796,Large UWS Apt close to Central Park,19039
15377187,Nature Lovers Dream,19040
15377407,MAGNIFICIENT LUX. STUDIO UNOBSTRUCTED RIVER VIEW,19041
15377806,Modern Room Uptown,19042
15378469,"Private room with yard, in the heart of Bushwick",19043
15378960,BayRidge Cozy house near subway & shopping,19044
15379480,In ❤️ of West Village- Entire Apt,19045
15379574,Private 2 BR Apartment Close to Subway,19046
15379923,Entire floor private 1 bedroom in Bushwick,19047
15381675,"DESIGN, COLOR, MODERN, LIGHT!!! COOK'S KITCHEN!!!",19048
15391726,Upper West Side & CENTRAL PARK at your doorstep,19049
15393322,Large Loft in Williamsburg,19050
15393637,Uptown NEVER Felt so in the Middle of Everything,19051
15394295,1 Bedroom (Full) Mins From JFK and Casino,19052
15394503,Cozy East Village Studio,19053
15394525,"cozy, studio apartment in bed-stuy",19054
15395942,"Relaxed, artist-inspired duplex in Bed Stuy",19055
15396328,Private Room in Heart of East Village!,19056
15396351,Bright studio in the heart of historic Harlem,19057
15397048,Huge 2 Bedroom in Brooklyn Brownstone,19058
15397893,Bright & chic 1BR in the West Village,19059
15399008,Spacious room in relaxing 2 BDR UWS apartment,19060
15399031,Beautiful & Cozy Brownstone Apt In Gowanus,19061
15405532,NYU/UNION SQRE/EAST VILLAGE-QUIET STUDIO EAST 25TH,19062
15406357,Gorgeous Sunlit Modern Room on the Lower East Side,19063
15409309,"Cozy private bedrooms, near JFK & LGA.",19064
15411277,Discounted! Cute Unique 2BR Apartment in SoHo,19065
15411327,Very comfortable and cozy room in Williamsburg!!!,19066
15411945,"Clean, cozy bedroom in luxury building",19067
15411988,Honey and milk - A creative studio apartment.,19068
15419574,Historic Cottage-Style Garden Home in LIC,19069
15420038,Wonderful private room in Williamsburg,19070
15421244,La Casa in Brooklyn: Stylish Apt. with Patio,19071
15421279,comfortable private room in Hamilton Heights,19072
15422083,Comfy Room n Activist & Artist Loft,19073
15422352,Private Room w/ .5 bath in Charming - West Harlem,19074
15423388,Designer's Loft in Williamsburg,19075
15423552,Manhattan Upper West Side 1 BR by Central Park,19076
15423623,Wonderful private room in Williamsburg,19077
15423725,Cozy and spacious room with private bathroom,19078
15423731,Historic and Quiet 2 Bedroom w Backyard,19079
15423923,Private room in Brooklyn,19080
15423962,Cozy studio in Brooklyn,19081
15425744,"Charming ,cozy private bedroom",19082
15430782,Most walkable location for fun,19083
15431463,Brooklyn Heights brownstone garden-level studio,19084
15433822,Large and bright cozy room in Manhattan,19085
15435714,A calm & peaceful spot to relax in the buzzing NYC,19086
15435899,"Artsy, Sun-Soaked Pre-War Williamsburg Apt",19087
15436384,Beautiful BR in quiet Greenpoint,19088
15436402,Modern style apartment with balcony in Astoria,19089
15436666,Light filled Bowery 1BD apartment,19090
15436800,Independent entrance,19091
15436836,Carroll Gardens Apartment,19092
15436871,Entire Spacious 2 Bed Apt on UWS,19093
15437413,Spacious 1 Bedroom at Central Park,19094
15437906,Southern comfort in Harlem,19095
15437922,"Bright Room, Luxury Building, 3 Stops To Manhattan",19096
15438016,Awesome room and rooftop deck in East Williamsburg,19097
15444619,Brklyn Hts Luxury - Garden Calm & Downtown Verve,19098
15445427,Doorman Time SQ View 2 bed 2 bath 5200,19099
15446631,"Light & Airy Chelsea Bungalow (ok, apartment)",19100
15447048,"Brooklyn, Where my story begins...",19101
15447090,"Luxury Condo, High Fl, River Views, Balcony, Food",19102
15447148,Modern luxury w/views of WTC,19103
15449415,Lux 2 Bedroom NYC Apt on the Hudson River!,19104
15449434,LARGE CENTRAL & COZY BEDROOM,19105
15450257,A home away from home in the heart of the UES:),19106
15450724,"15 min  Manhattan. Quiet, Safe, Clean, Good  price",19107
15450848,A Life in Brooklyn,19108
15452258,COZY COOL ROOM IN MANHATTAN APT / Manhattan,19109
15452878,Discounted! Comfy and quiet room in SoHo.,19110
15452971,Cozy 1 Bedroom Apartment in Downtown Flushing,19111
15453102,Large Sofa in Artist's Apartment,19112
15453848,Cozy Room in Crown Heights! (Female Guests Only),19113
15453985,Sunny Apartment Close to NYC's Major Attractions,19114
15454216,Convenient 2 BRs in 4BR Apartment in Williamsburg,19115
15454775,Commuters paradise - Cozy Townhouse!,19116
15455305,Film / photography location in unique apartment,19117
15455678,Comfortable and convenient  space for you!,19118
15460904,Cozy bedroom in Upper West Side,19119
15461512,Spacious Private Bedroom in the North Bronx,19120
15462051,"Private Loft-style Bedroom & En-suite in S.I., NY",19121
15462208,Spacious 2 Bedroom Apartment by Central Park,19122
15462245,Authentic Bklyn location with Caribbean vibes,19123
15464934,Sunny SUMMER Special! LARGE 2BR Eco-Loft,19124
15465050,"Full Size Bed, Private Bathroom & Shower",19125
15467130,"Beautiful Apartment
Great location- Holidays in NY",19126
15468038,Urban Rustic Retreat - Shared Space,19127
15468765,Quiet & Spacious Brooklyn Apt for Cat-Lovers,19128
15469541,Cozy two bedroom apartment.,19129
15469963,Modern Sunny Room with Private Bathroom & Balcony,19130
15470122,Beautiful home in Red Hook,19131
15470678,Private Bedroom & Living Room in Williamsburg,19132
15470951,Save$! Sleep Well! ❤NYC! Female Only!!!,19133
15473730,".ROOM, NearTrain, JFK5minLGA15min. Breakfast,2Peop",19134
15474504,Cozy Private Room 1 people by JFK,19135
15475362,1 Bedroom in Quiet Upper West Side,19136
15476467,Large Space and Comfy Couch in New Apartment,19137
15476794,Charming Private House,19138
15477385,Charming Apartment in Brooklyn,19139
15478604,Guest suite in owner-occupied private residence,19140
15480133,BEST location & big cool apartment in Williamsburg,19141
15481609,Huge Loft Size Room with Private Bath in Hip Area!,19142
15481730,Gorgeous Bushwick Apartment,19143
